"","alpha","beta","sigma.alpha","sigma.beta"
"theta.hat.ipd0",Inf,0.986811032732048,Inf,1.29025227962086
"theta.hat.ipd20",0.204344103325163,0.989946339207504,0.261538055079052,1.21656128827454
"theta.hat.ipd40",0.41267991452037,0.992716709486427,0.428019996173038,1.15203583051657
"theta.hat.ipd60",0.626309471876289,0.997617923579531,0.635442980561774,1.09716992227543
"theta.hat.ipd80",0.809377388712917,0.997862413182246,0.804833980139767,1.04617036000043
"theta.hat.ipd100",1,1,1,1
