"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.500633537296536,0.409650690176333,0.536307171244248,0.409245163091186,0.100317781428738,0.08536366033119,0.113073380288561,0.103922371857893
"2",0.563061424127905,0.451683304840113,0.489618400875399,0.380479788121285,0.0966497008682958,0.0837408459866357,0.106829173362785,0.103225761595154
"3",0.59767178754816,0.340198439717605,0.519286903269173,0.304287060370565,0.099118863119778,0.0789727948685747,0.110056307836988,0.0887027552562847
"4",0.324569894675007,0.327351909621929,0.429342106784715,0.367514133865371,0.0905977031339992,0.0802282268108745,0.0909350125722588,0.0950313147921538
"5",0.68139341329069,0.270483270726934,0.260955765107334,0.384890469894186,0.0738732045542023,0.0822336865739049,0.0601749401472458,0.0955510915194343
"6",0.637783585326807,0.354076492953272,0.479095137526608,0.456456299864008,0.0956473396136113,0.0888709188178747,0.101162791722328,0.10949379894106
"7",0.291286389868107,0.342003111731057,0.334267779497871,0.403627481328864,0.0812388848647026,0.0840459430186911,0.0739967793073213,0.108506064011608
"8",0.336336804152978,0.501722921196618,0.422132578804788,0.303202951822548,0.0899482581904311,0.0761930230359565,0.0898535872968697,0.0818607952006554
"9",0.433010623371977,0.466113199326234,0.49087194981286,0.385230975515999,0.0963278338530615,0.0836569686974813,0.103234311115143,0.0998023528207058
"10",0.564777110353369,0.497256891713539,0.461764501503442,0.299632468306227,0.0939532778793597,0.0779452263704642,0.0983688686401054,0.0843765275358662
"11",0.545395671696541,0.55150837897723,0.459480658943177,0.439510068756027,0.0937849538047016,0.0871388893308695,0.0983462512431638,0.110052783902563
"12",0.588168878579945,0.592305091174432,0.507679375323459,0.367088164693278,0.0982589065418299,0.0827502106254653,0.111188413483893,0.101217839630095
"13",0.387411197023418,0.318017766558332,0.33517596035361,0.464505445346884,0.0814698296147632,0.0884536866299543,0.0745850485253672,0.112704733654037
"14",0.551902151623039,0.494358488920301,0.43779001822644,0.428745749721338,0.0917940920669872,0.0862474918926961,0.0940169210800647,0.108407227875097
"15",0.50508217519593,0.499858315724663,0.433202630211649,0.310981347678878,0.0912346321610508,0.078307754115171,0.093007719584666,0.0870074213132394
"16",0.466410981518065,0.492124250398875,0.502849019263672,0.285558895107247,0.0975642905471202,0.0765028888016972,0.108499584998883,0.0830196202110812
"17",0.681262583503822,0.374994913544207,0.400426798450921,0.259585024249035,0.0886240265098338,0.0754314204352592,0.0895586120843194,0.0800309354811414
"18",0.546567133828219,0.482634305445868,0.533694215418129,0.383659215638887,0.100473507536856,0.0855193812780562,0.115740399160609,0.104304705235903
"19",0.499325703413893,0.36199218745063,0.310828341145599,0.198222236083038,0.0789039309761631,0.0695126875468825,0.0683344428968937,0.0672897558861218
"20",0.503784332346529,0.39469282928359,0.467424379973407,0.272003672645173,0.0943039759256229,0.0764079274696849,0.0991938583593585,0.0828503290382955
"21",0.476414514145615,0.376008819243822,0.384400536297339,0.244675353294566,0.086486608518909,0.0730707339632756,0.0839918353941145,0.0808966012488908
"22",0.517684369856357,0.412661018817463,0.671163919853551,0.314779099252744,0.111267072301457,0.0801111527737678,0.138621991546358,0.0921883698603029
"23",0.45124105884666,0.522733873673057,0.423382855641227,0.45257542441834,0.0903137082020711,0.0885819242318176,0.0918469650765481,0.111197562943488
"24",0.458367407870093,0.516308884383009,0.620647363364603,0.265771651809432,0.107404409948636,0.0753009808464585,0.131821577369331,0.0807612431988768
"25",0.577638981696567,0.474347923267932,0.485602155354708,0.348191960744499,0.0963352021407156,0.0824884531317358,0.104683049319763,0.0938588602907519
"26",0.402625710233379,0.45307380114414,0.419398431344441,0.553075006101008,0.0898588040931172,0.0921744208760591,0.0900297547507477,0.122829119711736
"27",0.488875549090043,0.404006973164371,0.515512223019212,0.50534518208539,0.0986507940293633,0.0916562793300556,0.111071995287853,0.119255793517701
"28",0.656850082769913,0.424961213163096,0.383157578105401,0.318345999270828,0.0867379604260215,0.0792960951852851,0.0835360114525531,0.0910408510357551
"29",0.561767395699252,0.585922930541927,0.513297992413122,0.555141547865709,0.0986667244092258,0.0943137020898685,0.110520026141363,0.123399282742001
"30",0.601040766739692,0.383904225362635,0.426924380573424,0.374313755661348,0.0906885774573043,0.0830578558044949,0.0902337576617697,0.0999809387541895
"31",0.339233800343437,0.448232179394041,0.424639325930433,0.361166893144775,0.0901943607534062,0.0826541846635663,0.0898545858451772,0.096173705797141
"32",0.322897426542403,0.378245306363656,0.364451340746062,0.292099293179514,0.0843047791727739,0.0757396082065161,0.0785442136443562,0.0835542681008557
"33",0.419271746067632,0.32341214107713,0.619903127921237,0.511566892644248,0.107396687411697,0.0917654397334255,0.133240790533833,0.123611057106994
"34",0.531521204409939,0.415957646695601,0.409341019176929,0.291055779143578,0.0890419794522919,0.0770520229084883,0.0893011900734939,0.0873245192432697
"35",0.547381749741608,0.392304411098301,0.305840964444289,0.357922936355545,0.0785967434033118,0.0809195036784257,0.0686834685789174,0.092997856083122
"36",0.413871744474016,0.409606733412137,0.375755469083292,0.405042622464193,0.0856898576152795,0.0837734495498678,0.083337511886267,0.0982361954373759
"37",0.514899876663113,0.452375703984847,0.443908913913874,0.205157654066431,0.0921283723003821,0.0715562839864663,0.0957694641244257,0.0774608180070251
"38",0.586423027211157,0.464347084210893,0.398740636285788,0.333868438259246,0.0884208924097242,0.0800611873611004,0.0924377745379273,0.0905657538063248
