"","alpha","beta","sigma.alpha","sigma.beta","V5","V6","V7","V8"
"theta.hat.ipd0",0.5,0.484265244330321,0.5,0.472364178044669,0,0.00535015489061593,0,0.00608392570068993
"theta.hat.ipd20",0.495478176641532,0.484793809369566,0.464230339107991,0.471900522888167,0.0238946415226772,0.00534568748510296,0.0258069963227051,0.00607462572545019
"theta.hat.ipd40",0.498039475106528,0.485349796630155,0.483370836527031,0.471525188566292,0.012429619490522,0.00534220409042366,0.0131706262406814,0.00606643038920835
"theta.hat.ipd60",0.495621080845329,0.485860726429614,0.483963748821968,0.471095228734155,0.00829637604680602,0.00533804367308449,0.00864818957987003,0.00605869758877214
"theta.hat.ipd80",0.497536785994153,0.486401866628103,0.485800661569661,0.470668206787173,0.00624587287588281,0.0053338706703507,0.00647825948928389,0.00605049976160886
"theta.hat.ipd100",0.4972930403589,0.486956708583875,0.490445180981213,0.470249390845625,0.00504422499644027,0.0053298325970186,0.00526286012846239,0.00604254368186131
