"","alpha","beta","sigma.alpha","sigma.beta"
"theta.hat.ipd0",NA,-0.0184579062298333,NA,-0.0276884478715799
"theta.hat.ipd20",-0.00516795421393396,-0.0182741482908688,-0.0583910343381847,-0.0282223219845866
"theta.hat.ipd40",0.00690918886467051,-0.0174914226967507,-0.0343426471016915,-0.02859465159514
"theta.hat.ipd60",0.00850554476981835,-0.0165221933962049,-0.0238324857986423,-0.028871838385403
"theta.hat.ipd80",0.0120854908359509,-0.0152175930954018,-0.0236899350970821,-0.0297152565792962
"theta.hat.ipd100",0.00474394054924154,-0.0124270667614344,-0.0250775758299915,-0.0308004979654229
