"","V5","V6","V7","V8"
"theta.hat.ipd0.1",NA,0.0103993179621438,NA,0.0117490356879683
"theta.hat.ipd20.1",0.0478548117573412,0.010391814855626,0.0567824856261609,0.0117374678482304
"theta.hat.ipd40.1",0.0246922707570027,0.0103870134193712,0.0272842784682098,0.0117281704771637
"theta.hat.ipd60.1",0.0165898247484626,0.0103815654194941,0.0178494552468383,0.0117184734242469
"theta.hat.ipd80.1",0.0125853366574782,0.0103694124555446,0.0135038484508623,0.0116942651353216
"theta.hat.ipd100.1",0.0100373584933234,0.0103574785031126,0.0106388142064359,0.0116714850859048
