"","alpha","beta","sigma.alpha","sigma.beta"
"theta.hat.ipd0.1",NA,0.0124832762070813,NA,0.012370956632759
"theta.hat.ipd20.1",0.0505798493089141,0.0124564136638161,0.0521303184564443,0.0124306124036976
"theta.hat.ipd40.1",0.0241270893615159,0.0124217382281002,0.0253653185392556,0.0123983601610892
"theta.hat.ipd60.1",0.0161800638895995,0.0124147389509046,0.0164504582468368,0.012374356829245
"theta.hat.ipd80.1",0.0125873183888457,0.0123988551044733,0.0128434880820118,0.0123997276888016
"theta.hat.ipd100.1",0.0107995096833881,0.0123801353714463,0.010510056708649,0.0124378353405917
