"","alpha","beta","sigma.alpha","sigma.beta","V5","V6","V7","V8"
"theta.hat.ipd0",0.5,0.485344159174299,0.5,0.458700030725326,0,0.0104237676998968,0,0.0117484472805905
"theta.hat.ipd20",0.496849164787033,0.485882836143467,0.464717732537276,0.458334297957376,0.0478634845319221,0.0104169103868124,0.05679897225633,0.0117374093124718
"theta.hat.ipd40",0.493818629173725,0.486432927713763,0.480002312107433,0.458099075955546,0.024695857785127,0.0104127499697344,0.0272839686918804,0.0117282935925162
"theta.hat.ipd60",0.494471435452463,0.486954753131663,0.483870923393229,0.457829197168949,0.0165914261208117,0.0104076041118088,0.0178494425345402,0.0117186832261716
"theta.hat.ipd80",0.494937849400547,0.487522529324104,0.489496496872497,0.457226009550613,0.0125866380124475,0.0103960719306931,0.0135031918550308,0.0116941862400819
"theta.hat.ipd100",0.492366852911211,0.488032523039273,0.487898846112646,0.456635841461035,0.0100381846555809,0.0103845649322069,0.0106393468950227,0.011670988294192
