"","alpha","beta","sigma.alpha","sigma.beta"
"theta.hat.ipd0",0,0.0124834149871432,0,0.0123705066294335
"theta.hat.ipd20",0.0505796826722298,0.0124562204750108,0.052150979794473,0.0124309605029656
"theta.hat.ipd40",0.0241273394000361,0.0124218702861223,0.0253659884495779,0.0123986946704982
"theta.hat.ipd60",0.0161800246656852,0.0124145912842822,0.0164504534077377,0.0123745367302101
"theta.hat.ipd80",0.0125889027084291,0.0123989942530097,0.0128425627564048,0.0123992649458682
"theta.hat.ipd100",0.0107993437457853,0.0123800047534897,0.0105097812906151,0.0124366008933342
