"","alpha","beta","sigma.alpha","sigma.beta"
"theta.hat.ipd0",Inf,0.991716190340537,Inf,1.00534289062531
"theta.hat.ipd20",0.213511496617487,0.993881312419439,0.201526056308706,1.00045373729305
"theta.hat.ipd40",0.447597788000163,0.99662969169148,0.414325714588505,1.00305727528933
"theta.hat.ipd60",0.667449152206097,0.997214041928521,0.638874870504888,1.00501547366801
"theta.hat.ipd80",0.857846310826955,0.998468464527639,0.818355455212684,1.00301114200148
"theta.hat.ipd100",1,1,1,1
