"","V5","V6","V7","V8"
"theta.hat.ipd0.1",NA,0.013483710443744,NA,0.0196815636300085
"theta.hat.ipd20.1",0.0495779590094594,0.013376386388211,0.0625281040743019,0.0193513905070132
"theta.hat.ipd40.1",0.0257874524962354,0.0132495810924395,0.0309988105934655,0.0189311920232683
"theta.hat.ipd60.1",0.0172903327903222,0.0131332687254052,0.0202148726221573,0.0185610394192496
"theta.hat.ipd80.1",0.0130125841207985,0.0130187756144138,0.0149254614135063,0.0182040752735586
"theta.hat.ipd100.1",0.010443917401705,0.0128840873284257,0.0118419248014762,0.0177784210665734
