"","alpha","beta","sigma.alpha","sigma.beta"
"theta.hat.ipd0.1",NA,0.0211969034982556,NA,0.0349072828364008
"theta.hat.ipd20.1",0.052325940168616,0.0210870269171121,0.0529609458583492,0.0358452365137895
"theta.hat.ipd40.1",0.0258015201947012,0.0209871019482514,0.0299941498940762,0.0367352351281827
"theta.hat.ipd60.1",0.0180962039909751,0.0209116584401567,0.0219959409360376,0.0377649648504855
"theta.hat.ipd80.1",0.0137839407894203,0.0208942181132058,0.017187766964068,0.0390110891707437
"theta.hat.ipd100.1",0.0109185338715276,0.0208369639741173,0.0148962630752818,0.0402027149127151
