"","V1","V2","V3","V4"
"1",NA,0.0901136496313718,NA,0.106014340431223
"2",0.151321691599152,0.0899049222050813,0.167063936635756,0.10553909580532
"3",0.110686781136078,0.0897150449255113,0.116984584547124,0.103867647718231
"4",0.0957693571420597,0.0893690648884463,0.0944891721984199,0.102418469539437
"5",0.083386078695594,0.0889740335694668,0.0799145652772487,0.0986245552571986
"6",0.0771038836202246,0.0878421740095702,0.0752230861846109,0.0970289012165695
