"","alpha","beta","sigma.alpha","sigma.beta","V5","V6","V7","V8"
"theta.hat.ipd0",NA,0.438321215425141,NA,0.401884447277229,NA,0.00771758983176618,NA,0.0115601763869968
"theta.hat.ipd20",0.469996610505618,0.437791263884145,0.445117429682031,0.398190669046991,0.0249125546068376,0.00767519216499047,0.0292909418965075,0.0113975181083511
"theta.hat.ipd40",0.478803169646639,0.439297325698675,0.448438783733627,0.391618995757124,0.0128418311395296,0.00759107441161817,0.0146978916299597,0.0111157134007899
"theta.hat.ipd60",0.478404914249788,0.441075821044889,0.446083158104971,0.384721431674061,0.00868705737267613,0.00750261710555638,0.0098204690320805,0.0107624495017234
"theta.hat.ipd80",0.476341141973505,0.443699202193038,0.445403558804187,0.380488036548309,0.00665866598395177,0.0074377688609797,0.00746323216926992,0.0103864481449555
"theta.hat.ipd100",0.473480360148844,0.447812472611672,0.434544737615295,0.39141315126882,0.00564617567780861,0.00732874885197179,0.00755433266084717,0.00944823967730008
