"","alpha","beta","sigma.alpha","sigma.beta"
"theta.hat.ipd0",NA,0.0119247423165175,NA,0.020865702063162
"theta.hat.ipd20",0.0237984577295805,0.0119528218858339,0.0309224554489426,0.0215036406125038
"theta.hat.ipd40",0.0127008691352952,0.0117336039533193,0.0163439520445308,0.0225349303232128
"theta.hat.ipd60",0.00963811749596237,0.0114588886245693,0.0118352295026762,0.0237786912180786
"theta.hat.ipd80",0.00751297968334564,0.011086158483321,0.00936710913469953,0.0240099123077586
"theta.hat.ipd100",0.00664830016715617,0.0104397855496351,0.00994290406898798,0.021205711388663
