"","alpha","beta","sigma.alpha","sigma.beta"
"theta.hat.ipd0",NA,0.875472632660124,NA,1.01629512989651
"theta.hat.ipd20",0.279358445942176,0.873415972341065,0.321543160937046,0.986145172847263
"theta.hat.ipd40",0.523452379229766,0.889733929248723,0.608353722642938,0.941015174420991
"theta.hat.ipd60",0.689792396693784,0.91106440525575,0.840110795210157,0.891794724704639
"theta.hat.ipd80",0.884908577870076,0.941695499423147,1.0614698650361,0.883206532237544
"theta.hat.ipd100",1,1,1,1
