"","V1","V2","V3","V4"
"1",NA,0.0742730149190005,NA,0.0777841538357452
"2",0.157132155502386,0.0742453607868515,0.157454077782947,0.0776325186374594
"3",0.110774828258309,0.0742377298055188,0.109558952081489,0.0776872928172979
"4",0.0900878251263321,0.0741616072659417,0.0910701054538127,0.0776321697139844
"5",0.0775052918643265,0.0741125465044111,0.0786028833760201,0.0774996271356719
"6",0.0702461242668728,0.0744881080927509,0.0699547341983146,0.077097052320627
